Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU
EUCR Gent,2023-08-07,Wall City,Heidees Open,15,10,453.604,1.000,0,396.670
EUCR Gent,2023-08-07,Wall City,M.U.C.,15,12,300.492,1.000,0,115.510
EUCR Bern,2023-08-27,Alligators,Cus Padova Barbastreji,15,11,381.165,1.000,0,243.110
EUCR Bern,2023-08-27,Alligators,Red Bulls,12,8,441.155,1.000,0,204.660
EUCR Bern,2023-08-27,BFD La Fotta,Alligators,15,7,600.000,1.000,0,500.770
EUCR Bern,2023-08-27,BFD La Fotta,Flying Angels Bern,15,6,600.000,1.000,1,622.650
EUCR Bern,2023-08-27,BFD La Fotta,Flying Angels Bern,15,6,600.000,1.000,1,622.650
EUCR Bern,2023-08-27,BFD La Fotta,Iznogood,15,6,600.000,1.000,1,649.110
EUCR Bern,2023-08-27,BFD La Fotta,Solebang,15,5,600.000,1.000,1,607.860
EUCR Bern,2023-08-27,Cotarica Grandes,Cus Padova Barbastreji,15,10,453.604,1.000,0,243.610
EUCR Bern,2023-08-27,Cotarica Grandes,Freespeed,14,8,536.035,1.000,0,331.980
EUCR Bern,2023-08-27,Cotarica Grandes,Iznogood,11,7,466.893,0.973,0,148.840
EUCR Bern,2023-08-27,Flying Angels Bern,Alligators,15,13,214.179,1.000,0,-121.880
EUCR Bern,2023-08-27,Flying Angels Bern,Panthers Bern,15,10,453.604,1.000,0,-37.830
EUCR Bern,2023-08-27,Flying Angels Bern,Tchac,13,12,125.000,1.000,0,-345.370
EUCR Bern,2023-08-27,Freespeed,Red Bulls,14,9,473.868,1.000,0,-126.820
EUCR Bern,2023-08-27,Iznogood,Freespeed,12,5,600.000,0.946,0,183.140
EUCR Bern,2023-08-27,Iznogood,Solebang,9,8,125.000,0.946,0,-41.250
EUCR Bern,2023-08-27,Panthers Bern,Freespeed,15,12,300.492,1.000,0,247.430
EUCR Bern,2023-08-27,Panthers Bern,Iznogood,11,10,125.000,1.000,0,64.290
EUCR Bern,2023-08-27,Panthers Bern,Red Bulls,15,8,564.809,1.000,0,120.610
EUCR Bern,2023-08-27,Panthers Bern,Solebang,13,10,328.142,1.000,0,23.040
EUCR Bern,2023-08-27,Red Bulls,Cus Padova Barbastreji,14,12,220.957,1.000,0,38.450
EUCR Bern,2023-08-27,Red Bulls,Freespeed,15,0,600.000,1.000,0,126.820
EUCR Bern,2023-08-27,Red Bulls,Iznogood,11,10,125.000,1.000,0,-56.320
EUCR Bern,2023-08-27,Solebang,Cotarica Grandes,11,10,125.000,1.000,0,-107.590
EUCR Bern,2023-08-27,Solebang,Cus Padova Barbastreji,15,6,600.000,1.000,0,136.020
EUCR Bern,2023-08-27,Tchac,Alligators,15,8,564.809,1.000,0,223.490
EUCR Bern,2023-08-27,Tchac,Cotarica Grandes,13,12,125.000,1.000,0,222.990
EUCR Bern,2023-08-27,Tchac,Cus Padova Barbastreji,15,10,453.604,1.000,0,466.600
EUCR Bern,2023-08-27,Tchac,Panthers Bern,14,11,313.338,1.000,0,307.540
EUCR Bern,2023-08-27,Tchac,Solebang,15,8,564.809,1.000,0,330.580
EUCR Warsaw,2023-08-27,FWD>>,NXT,14,10,398.702,1.000,0,319.510
EUCR Warsaw,2023-08-27,FWD>>,PirU,14,12,220.957,1.000,0,2.140
EUCR Warsaw,2023-08-27,FWD>>,Terrible Monkeys,15,14,125.000,1.000,0,-112.760
EUCR Warsaw,2023-08-27,Helsinki Ultimate,Prague Devils,15,7,600.000,1.000,0,-116.480
EUCR Warsaw,2023-08-27,Helsinki Ultimate,SLOVENIA,15,10,453.604,1.000,0,145.970
EUCR Warsaw,2023-08-27,NXT,Helsinki Ultimate,14,12,220.957,1.000,0,-112.890
EUCR Warsaw,2023-08-27,Otso,Helsinki Ultimate,15,8,564.809,1.000,0,190.170
EUCR Warsaw,2023-08-27,Otso,NXT,13,11,228.840,1.000,0,303.060
EUCR Warsaw,2023-08-27,Otso,SLOVENIA,14,10,398.702,1.000,0,336.140
EUCR Warsaw,2023-08-27,Otso,thebigEZ,15,13,214.179,1.000,0,-90.970
EUCR Warsaw,2023-08-27,Outsiterz,FWD>>,15,8,564.809,1.000,0,220.810
EUCR Warsaw,2023-08-27,Outsiterz,NXT,15,3,600.000,1.000,0,540.320
EUCR Warsaw,2023-08-27,Outsiterz,PirU,15,7,600.000,1.000,0,222.950
EUCR Warsaw,2023-08-27,Outsiterz,Terrible Monkeys,15,10,453.604,1.000,0,108.050
EUCR Warsaw,2023-08-27,Outsiterz,thebigEZ,15,11,381.165,1.000,0,146.290
EUCR Warsaw,2023-08-27,Panthers Wroclaw - Open,FWD>>,15,7,600.000,1.000,0,361.400
EUCR Warsaw,2023-08-27,Panthers Wroclaw - Open,Helsinki Ultimate,15,7,600.000,1.000,0,568.020
EUCR Warsaw,2023-08-27,Panthers Wroclaw - Open,Outsiterz,15,11,381.165,1.000,0,140.590
EUCR Warsaw,2023-08-27,Panthers Wroclaw - Open,Prague Devils,15,9,515.481,1.000,0,451.540
EUCR Warsaw,2023-08-27,Panthers Wroclaw - Open,Uprising,15,8,564.809,1.000,0,354.270
EUCR Warsaw,2023-08-27,Panthers Wroclaw - Open,thebigEZ,13,11,228.840,1.000,0,286.880
EUCR Warsaw,2023-08-27,PirU,NXT,15,12,300.492,1.000,0,317.370
EUCR Warsaw,2023-08-27,PirU,Prague Devils,14,12,220.957,1.000,0,88.000
EUCR Warsaw,2023-08-27,PirU,SLOVENIA,15,6,600.000,1.000,0,350.450
EUCR Warsaw,2023-08-27,PirU,Uprising,14,12,220.957,1.000,0,-9.270
EUCR Warsaw,2023-08-27,Prague Devils,NXT,15,9,515.481,1.000,0,229.370
EUCR Warsaw,2023-08-27,Prague Devils,SLOVENIA,15,7,600.000,1.000,0,262.450
EUCR Warsaw,2023-08-27,Prague Devils,thebigEZ,15,14,125.000,1.000,0,-164.660
EUCR Warsaw,2023-08-27,Terrible Monkeys,Otso,15,3,600.000,1.000,0,129.210
EUCR Warsaw,2023-08-27,Terrible Monkeys,SLOVENIA,15,7,600.000,1.000,0,465.350
EUCR Warsaw,2023-08-27,Uprising,FWD>>,13,8,496.160,1.000,0,7.130
EUCR Warsaw,2023-08-27,Uprising,Otso,14,12,220.957,1.000,0,23.580
EUCR Warsaw,2023-08-27,Uprising,SLOVENIA,15,7,600.000,1.000,0,359.720
EUCR Warsaw,2023-08-27,Uprising,Terrible Monkeys,11,8,365.609,1.000,0,-105.630
EUCR Warsaw,2023-08-27,thebigEZ,Helsinki Ultimate,15,8,564.809,1.000,0,281.140
EUCR Warsaw,2023-08-27,thebigEZ,Terrible Monkeys,15,12,300.492,1.000,0,-38.240
UK Nationals,2023-08-27,Alba,Newcastle Brown,15,4,600.000,1.000,0,781.060
UK Nationals,2023-08-27,Alba,Ranelagh,15,14,125.000,1.000,0,105.550
UK Nationals,2023-08-27,Alba,SmashD,15,10,453.604,1.000,0,361.840
UK Nationals,2023-08-27,Alba,SmashD,15,5,600.000,1.000,0,361.840
UK Nationals,2023-08-27,Bristol Open,Dublin Frisbee 7s,15,3,600.000,1.000,1,734.150
UK Nationals,2023-08-27,Bristol Open,Ranelagh,15,14,125.000,1.000,0,-180.420
UK Nationals,2023-08-27,Bristol Open,XVI,14,9,473.868,1.000,0,213.060
UK Nationals,2023-08-27,Chevron Action Flash,Alba,15,13,214.179,1.000,0,45.890
UK Nationals,2023-08-27,Chevron Action Flash,Clapham Ultimate,12,11,125.000,1.000,0,-215.680
UK Nationals,2023-08-27,Chevron Action Flash,Ka-Pow!,15,8,564.809,1.000,0,812.360
UK Nationals,2023-08-27,Chevron Action Flash,Reading Open,15,3,600.000,1.000,1,981.360
