Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU,Game_Rank_Diff_Windmill,Game_Wght_Windmill,Is_Ignored_Windmill,Team_Rank_Diff_Windmill,Game_Rank_Diff_Sigmoid,Game_Wght_Sigmoid,Is_Ignored_Sigmoid,Team_Rank_Diff_Sigmoid
EUCR Warsaw,2023-08-27,East Block,Troubles Warsaw,15,12,300.4922431832018,1.0,0,90.19,3,1,0,0.69,3,1,0,0.9549566824867259
EUCR Warsaw,2023-08-27,East Block,Troubles Warsaw,15,13,214.17926913507503,1.0,0,90.19,2,1,0,0.69,2,1,0,0.9549566824867259
EUCR Warsaw,2023-08-27,East Block,box vienna,12,10,238.1225775586291,1.0,0,214.87,2,1,0,3.1799999999999997,2,1,0,3.4700322282891634
EUCR Warsaw,2023-08-27,Panthers Wroclaw - Women,3SB - Women,14,8,536.0348119187572,1.0,0,-0.75,6,1,0,0.17999999999999994,6,1,0,0.083999121931015
EUCR Warsaw,2023-08-27,Troubles Warsaw,3SB - Women,15,10,453.6039151898044,1.0,0,366.11,5,1,0,5.15,5,1,0,5.284930278060283
EUCR Warsaw,2023-08-27,Troubles Warsaw,Panthers Wroclaw - Women,14,9,473.8676990361691,1.0,0,366.86,5,1,0,4.97,5,1,0,5.211212983635644
EUCR Warsaw,2023-08-27,Troubles Warsaw,box vienna,14,11,313.3379659704299,1.0,0,124.68,3,1,0,2.4899999999999998,3,1,0,2.5526704878572524
EUCR Warsaw,2023-08-27,box vienna,3SB - Women,13,11,228.8403622143806,1.0,0,241.43,2,1,0,2.66,2,1,0,2.9065313477930133
EUCR Warsaw,2023-08-27,box vienna,Panthers Wroclaw - Women,15,9,515.4814780292847,1.0,0,242.18,6,1,0,2.4800000000000004,6,1,0,2.825598264719936
UK Nationals,2023-08-27,Bristol,Chameleons,13,2,600.0,1.0,1,1295.39,11,1,0,17.46,11,1,0,14.393307370150819
UK Nationals,2023-08-27,Bristol,Flame,9,8,125.0,0.9459053029269173,0,292.87,1,1,0,3.84,1,1,0,3.452990795616632
UK Nationals,2023-08-27,Bristol,Gravity,11,7,466.8933257329327,0.9733285267845752,0,197.56,4,1,0,2.03,4,1,0,2.498014896281088
UK Nationals,2023-08-27,Bristol,LMU @ UK Nationals,10,7,389.6652919127421,0.9459053029269173,0,119.91,3,1,0,-0.1299999999999999,3,1,0,-0.8039787779075667
UK Nationals,2023-08-27,Bristol,Spice,10,9,125.0,1.0,0,31.53,1,1,0,0.3700000000000001,1,1,0,0.759849050080911
UK Nationals,2023-08-27,Flame,Chameleons,13,3,600.0,1.0,0,1002.52,10,1,0,13.62,10,1,0,14.04204585080014
UK Nationals,2023-08-27,Flame,Gravity,12,9,345.3654772346762,1.0,0,-95.31,3,1,0,-1.81,3,1,0,-0.9930453863237894
UK Nationals,2023-08-27,Flame,Horizon,13,10,328.14240231865136,1.0,0,397.26,3,1,0,4.26,3,1,0,6.582682098995377
UK Nationals,2023-08-27,Flame,SYC,11,8,365.60925011032475,1.0,0,-129.03,3,1,0,-1.52,3,1,0,-0.8727631099570736
UK Nationals,2023-08-27,Gravity,Horizon,13,5,600.0,1.0,0,492.57,8,1,0,6.069999999999999,8,1,0,7.361844564840251
UK Nationals,2023-08-27,Gravity,SCRAM,9,7,279.3368557106305,0.9176629354822471,0,324.07,2,1,0,4.6,2,1,0,4.867921725991113
UK Nationals,2023-08-27,Horizon,Chameleons,14,6,600.0,1.0,0,605.26,8,1,0,9.36,8,1,0,12.660568655226584
UK Nationals,2023-08-27,Iceni,Bristol,11,8,365.60925011032475,1.0,0,79.39999999999998,3,1,0,0.9300000000000002,3,1,0,1.0579902932942424
UK Nationals,2023-08-27,Iceni,Bristol,13,10,328.14240231865136,1.0,0,79.39999999999998,3,1,0,0.9300000000000002,3,1,0,1.0579902932942424
UK Nationals,2023-08-27,Iceni,Chameleons,13,1,600.0,1.0,1,1374.79,12,1,0,18.39,12,1,0,14.47184454414251
UK Nationals,2023-08-27,Iceni,Flame,10,4,600.0,0.8583950752789521,0,372.27,6,1,0,4.7700000000000005,6,1,0,4.438908392852138
UK Nationals,2023-08-27,Iceni,LMU @ UK Nationals,9,4,600.0,0.8271701918685112,0,199.30999999999997,5,1,0,0.8000000000000003,5,1,0,0.2549754378393825
UK Nationals,2023-08-27,Iceni,LMU @ UK Nationals,11,8,365.60925011032475,1.0,0,199.30999999999997,3,1,0,0.8000000000000003,3,1,0,0.2549754378393825
UK Nationals,2023-08-27,LMU @ UK Nationals,Chameleons,13,0,600.0,1.0,0,1175.48,13,1,0,17.59,13,1,0,14.453910991691629
UK Nationals,2023-08-27,LMU @ UK Nationals,Flame,13,3,600.0,1.0,0,172.96,10,1,0,3.9699999999999998,10,1,0,4.205085706269092
UK Nationals,2023-08-27,LMU @ UK Nationals,SYC,10,8,262.66557693448596,0.9733285267845752,0,43.93000000000001,2,1,0,2.4499999999999997,2,1,0,3.38757842197181
UK Nationals,2023-08-27,LMU @ UK Nationals,Spice,15,6,600.0,1.0,0,-88.38,9,1,0,0.5,9,1,0,1.5595933413756633
UK Nationals,2023-08-27,SCRAM,Chameleons,15,7,600.0,1.0,0,773.76,8,1,0,10.829999999999998,8,1,0,13.391670884796195
UK Nationals,2023-08-27,SCRAM,Gravity,15,9,515.4814780292847,1.0,0,-324.07,6,1,0,-4.6,6,1,0,-4.867921725991115
UK Nationals,2023-08-27,SCRAM,Horizon,13,5,600.0,1.0,0,168.5,8,1,0,1.4699999999999998,8,1,0,2.9663956057530108
UK Nationals,2023-08-27,SYC,Gravity,10,6,496.1596377856195,0.9176629354822471,0,33.72,4,1,0,-0.29000000000000004,4,1,0,-0.12074739176698479
UK Nationals,2023-08-27,SYC,Horizon,9,6,418.5661446562001,0.8885233166386386,0,526.29,3,1,0,5.779999999999999,3,1,0,7.269818563198566
UK Nationals,2023-08-27,SYC,SCRAM,9,7,279.3368557106305,0.9176629354822471,0,357.78999999999996,2,1,0,4.31,2,1,0,4.759608310684868
UK Nationals,2023-08-27,SYC,SCRAM,15,8,564.8086448756737,1.0,0,357.78999999999996,7,1,0,4.31,7,1,0,4.759608310684868
UK Nationals,2023-08-27,Spice,Gravity,9,4,600.0,0.8271701918685112,0,166.03,5,1,0,1.6599999999999997,5,1,0,1.7529538760883199
UK Nationals,2023-08-27,Spice,Horizon,11,4,600.0,0.9176629354822471,1,658.6,7,1,0,7.7299999999999995,7,1,0,8.620373147430747
UK Nationals,2023-08-27,Spice,SCRAM,11,6,546.6949863040446,0.9459053029269173,0,490.1,5,1,0,6.26,5,1,0,6.378950577073102
UK Nationals,2023-08-27,Spice,SYC,9,3,600.0,0.8271701918685112,0,132.31,6,1,0,1.9499999999999997,6,1,0,1.8719402744988685
